p_x,p_y,p_z,u_x,u_y,u_z,dot
-9.685302734,-2.208385229,-0.369445920,0.740910429,0.159655635,0.045731759,0.998178661
-9.426535606,-1.729445338,-3.811263561,0.641066621,0.114400530,0.425316048,0.917294401
-9.366088867,-2.204551935,-3.624606609,0.647479661,0.146293515,0.407579925,0.927561295
-9.517672539,-1.712424040,-3.221417904,0.673651626,0.116141576,0.364171964,0.943014309
-9.623399734,-1.714187384,-2.557891846,0.696677259,0.120711739,0.291571047,0.967670038
-9.709964752,-1.716586947,-1.842240214,0.736973809,0.124365623,0.214621211,0.980817681
-9.758895874,-1.713082194,-1.101091027,0.755034736,0.126433180,0.139722739,0.992045772
-9.789531708,-1.741839886,-0.364746600,0.734764965,0.124573497,0.049864026,0.998777417
-9.485169411,-1.247408271,-3.914436340,0.643074879,0.081797435,0.436516003,0.916164755
-9.597588539,-1.235837221,-3.276176929,0.681737827,0.084337777,0.372551173,0.945134084
-9.709604263,-1.229529500,-2.578302145,0.716530181,0.085269048,0.295287716,0.964049392
-9.759387016,-1.211184502,-1.847665191,0.732292415,0.085704380,0.214178180,0.976284011
-9.813503265,-1.172854662,-1.080988407,0.758252555,0.084800392,0.135099810,0.992268879
-9.832042694,-1.297016621,-0.345027804,0.761927599,0.090828500,0.045288092,0.998470443
-9.411273956,-0.750659704,-4.521771908,0.617515208,0.044336088,0.502411052,0.885848830
-9.378596306,-1.251918554,-4.439230919,0.617213454,0.076530868,0.490489734,0.891351452
-9.525292397,-0.747301698,-3.959600687,0.644215540,0.048353868,0.445851148,0.914816335
-9.646313667,-0.741397440,-3.298329830,0.690577309,0.052694999,0.373656572,0.947868842
-9.756944656,-0.734036863,-2.600566387,0.722897834,0.051944466,0.300723192,0.959901533
-9.802819252,-0.717436969,-1.926807284,0.735513218,0.051311739,0.227160205,0.972997995
-9.430229187,-0.249692366,-4.558464050,0.607318479,0.007513482,0.511233360,0.877940939
-9.547969818,-0.248886734,-3.979575634,0.646550622,0.014395218,0.453731851,0.914561586
-9.680041313,-0.247262508,-3.313065290,0.691196705,0.017497104,0.379333701,0.946351947
-9.782974243,-0.244373888,-2.621468544,0.717308966,0.015836293,0.303188221,0.957533188
-9.826343536,-0.238667950,-1.978789806,0.734423205,0.012108042,0.239783202,0.969100273
-9.009404182,-3.640227079,-3.162807465,0.636053384,0.245777088,0.363089699,0.936505537
-9.068763733,-3.646200180,-2.539939642,0.662526372,0.252234248,0.297964877,0.953970388
-9.126743317,-3.674116135,-1.843320489,0.684032051,0.266486826,0.221584902,0.977200023
-9.164506912,-3.707358837,-1.110564113,0.697723984,0.276366667,0.144737495,0.990261134
-9.185480118,-3.728024483,-0.370541036,0.705739766,0.278632194,0.052070753,0.998691288
-9.021157265,-3.215526581,-3.892759323,0.610724280,0.209642602,0.439147858,0.917384887
-8.897587776,-3.680535793,-3.686028004,0.616350990,0.243299784,0.420475180,0.931954821
-9.145728111,-3.206030130,-3.260508299,0.631879639,0.213960266,0.373546388,0.933331538
-9.214135170,-3.249330282,-2.571066856,0.680296055,0.226195146,0.301308772,0.957571240
-9.271942139,-3.299872398,-1.855497241,0.697219143,0.241118822,0.220291782,0.978143382
-9.308054924,-3.347458839,-1.115261555,0.714514214,0.250588969,0.142214371,0.990370323
-9.327409744,-3.373874187,-0.371662438,0.720936269,0.250173024,0.052283203,0.998338406
-9.012657166,-2.726880312,-4.637981892,0.576700923,0.168151866,0.510248062,0.879199081
-8.900315285,-3.217926264,-4.463495255,0.578197860,0.203761757,0.494862760,0.889258126
-9.146235466,-2.716502905,-4.017802238,0.622532379,0.177845907,0.451500448,0.913944091
-9.284792900,-2.698286057,-3.312874079,0.642468973,0.180201520,0.372665214,0.934802862
-9.326725960,-2.864178419,-2.571599483,0.682806201,0.197904976,0.298410370,0.957950283
-8.982845306,-2.225010395,-5.348665714,0.547216617,0.128864135,0.573630555,0.839353576
-8.890038490,-2.727563620,-5.186033726,0.540302030,0.157873341,0.555041033,0.842513782
-9.120220184,-2.226493120,-4.763881207,0.584956802,0.137620315,0.521520722,0.877947062
-9.246380806,-2.220425129,-4.181741714,0.623122456,0.143805581,0.467284173,0.907545312
-9.069667816,-1.731490374,-5.447291851,0.549118946,0.100236486,0.584329072,0.839227183
-9.210222244,-1.738328815,-4.867332935,0.582324702,0.105609718,0.536040329,0.870222196
-9.322375298,-1.737580299,-4.328170776,0.608597003,0.108136525,0.478473995,0.895571466
-9.132819176,-1.238615990,-5.516510963,0.560396111,0.070058718,0.597521798,0.842730533
-9.274389267,-1.250073314,-4.955419540,0.597485788,0.075233401,0.545449139,0.872191738
-9.167145729,-0.738334358,-5.571359634,0.556786892,0.041392898,0.601276019,0.842537386
-9.309185982,-0.747526526,-5.028108597,0.594542290,0.043837039,0.553043445,0.867813442
-9.185626984,-0.245437860,-5.599678040,0.553460577,0.012295473,0.606590661,0.840401510
-9.326832771,-0.248668760,-5.065823555,0.579468971,0.009671987,0.553920883,0.861084227
-8.539895058,-3.646523476,-5.387076855,0.508494921,0.215049067,0.577495269,0.846962249
-8.651374817,-3.659648418,-4.844091892,0.545538720,0.227625553,0.527971292,0.859533715
-8.760622025,-3.677234411,-4.271677017,0.579494848,0.237314422,0.476508524,0.900366682
-8.670425415,-3.213328838,-5.545967102,0.511453102,0.183332191,0.593723485,0.840709841
-8.783774376,-3.214537621,-5.006619453,0.548651904,0.196064035,0.543404893,0.851450416
-8.774501801,-2.731108189,-5.712102890,0.507336142,0.150445538,0.601507386,0.835260292
-5.931376934,-7.912733555,-1.104176879,0.459897697,0.624381690,0.142819306,0.991532907
-5.899603844,-7.876786709,-1.837259650,0.444358482,0.605939915,0.223349929,0.978425706
-5.620024204,-8.082368851,-1.846725702,0.420302704,0.615096741,0.228682778,0.977341966
-5.651908875,-8.119796753,-1.107261419,0.434510659,0.637947687,0.143234399,0.990306425
-5.946931839,-7.931523800,-0.368422687,0.456199701,0.622188998,0.055824459,0.998289217
-5.667107582,-8.140157700,-0.369126052,0.436760470,0.645264975,0.059153798,0.997245140
-5.485798836,-7.961030960,-3.338526487,0.382988648,0.575253006,0.375952509,0.942285392
-5.396457672,-7.869905472,-4.073481560,0.363234369,0.545108894,0.454040662,0.911955695
-5.105169296,-8.078111649,-4.068211555,0.344642907,0.562729601,0.454102069,0.915318628
-5.188419819,-8.174749374,-3.350970507,0.363349478,0.593149955,0.375313409,0.942195234
-5.558912277,-8.030105591,-2.596622944,0.399387727,0.598832199,0.301576324,0.962013685
-5.260129929,-8.246852875,-2.616564035,0.371197350,0.605515152,0.295955720,0.961692231
-4.951059341,-8.409329414,-2.622666121,0.354417189,0.621283763,0.292089608,0.963527400
-5.013566494,-8.466279030,-1.865149736,0.370349225,0.641452599,0.221951184,0.979530405
-5.325367451,-8.299571037,-1.862548590,0.390383993,0.623972589,0.225087863,0.976376826
-5.051261902,-8.501758575,-1.114375591,0.379277354,0.660753069,0.146093729,0.990505437
-5.364522457,-8.333569527,-1.114195228,0.404540123,0.653793532,0.147341206,0.989521807
-5.069803715,-8.520352364,-0.370989650,0.385780528,0.669822904,0.047157101,0.998788396
-5.383369923,-8.351965904,-0.371088743,0.415589574,0.661692587,0.054576253,0.998294386
-4.628964424,-8.582648277,-2.612935543,0.340162988,0.645698091,0.296796947,0.963985174
-4.684534073,-8.642421722,-1.861499667,0.346643933,0.650659092,0.217525283,0.979786841
-4.716886997,-8.680532455,-1.113751173,0.349516108,0.663849559,0.139483558,0.990977738
-4.733500481,-8.700149536,-0.370972961,0.354448202,0.675935685,0.047999947,0.998901624
-5.009494305,-7.977218151,-4.734431744,0.319315092,0.524766985,0.520570184,0.883946846
